,external_ref,status,source,ref,date_time,state,cvv_provided,amount,country,currency,chargeback,amount_USD,local_time,Year,Month,Day
1172,CflV62BU_WnRXO_QGDPe4,True,GLOBALPAY,evt_1E1ho1QEVJyEmpikwQ_m0SS,2019-02-09T09:36:00.000Z,DECLINED,False,35802.4,US,USD,False,35802.4,2019-02-09 09:36:00,2019,2,9
1173,j4LxhBLbFepKFu1nHMGJZ,True,GLOBALPAY,evt_1EHEsWJk7TwMg1r11Erlc3c,2019-02-09T14:24:00.000Z,ACCEPTED,False,36450.96,US,USD,False,36450.96,2019-02-09 14:24:00,2019,2,9
1174,Hhf6eJxHkYTzH2VpysiJn,True,GLOBALPAY,evt_1EmSLIVCxpjdTutjn7V19_0,2019-02-09T19:12:00.000Z,ACCEPTED,False,36159.91,US,USD,False,36159.91,2019-02-09 19:12:00,2019,2,9
1175,K9qzszotKk39f1CyPOR6D,True,GLOBALPAY,evt_1ELUm3toA3aEj6b79HIq1WF,2019-02-09T00:00:00.000Z,ACCEPTED,False,38732.5,MX,MXN,False,972077.01,2019-02-09 00:00:00,2019,2,9
1176,tSoSaRM56AkGmkkpQgOVM,True,GLOBALPAY,evt_1EjtGi4jXbJOlqyKofonIg0,2019-02-09T04:48:00.000Z,ACCEPTED,False,38575.9,MX,MXN,False,968146.79,2019-02-09 04:48:00,2019,2,9
1177,ShL3F3rObDE4YcQPQ0LV1,True,GLOBALPAY,evt_1ESlB0l8lMrsoKXwFWjR2MQ,2019-02-09T09:36:00.000Z,ACCEPTED,False,39123.42,MX,MXN,False,981888.01,2019-02-09 09:36:00,2019,2,9
1178,71sRxaxTqBpguPzho9M0C,True,GLOBALPAY,evt_1EJ2Nt-BfUJ1oMhYDJ2STTU,2019-02-09T14:24:00.000Z,ACCEPTED,False,39463.54,MX,MXN,False,990424.06,2019-02-09 14:24:00,2019,2,9
1179,lWjuu5y_5n6UCGec9HmSY,True,GLOBALPAY,evt_1EvKzPNajiYM9TVn-wSulLQ,2019-02-09T19:12:00.000Z,ACCEPTED,False,39790.18,MX,MXN,False,998621.81,2019-02-09 19:12:00,2019,2,9
1180,lBV0QH0T8293msAac8Lih,True,GLOBALPAY,evt_1Enx9AXgPulYks308e77tKf,2019-02-09T00:00:00.000Z,DECLINED,False,35880.14,UK,GBP,False,30894.89,2019-02-09 00:00:00,2019,2,9
1181,58QOzi71J0DIqzb1IkRYg,True,GLOBALPAY,evt_1EilDaywqC8QCGiFWYbdUwA,2019-02-09T04:48:00.000Z,DECLINED,False,35915.52,UK,GBP,False,30925.35,2019-02-09 04:48:00,2019,2,9
1182,0FLAjCJ0273fdII9Aln05,True,GLOBALPAY,evt_1E2vOXRY8onN0uRoL9l59SU,2019-02-09T09:36:00.000Z,ACCEPTED,False,36278.66,UK,GBP,False,31238.04,2019-02-09 09:36:00,2019,2,9
1183,w2-3VKUTJbTyhS8Q5-Mo9,True,GLOBALPAY,evt_1E_ZznxvMjjgcmtnvUqC0iO,2019-02-09T14:24:00.000Z,ACCEPTED,False,36949.22,UK,GBP,False,31815.43,2019-02-09 14:24:00,2019,2,9
1184,lf859zz5KZfzstLv_bVgb,True,GLOBALPAY,evt_1EeLWElXSfn587GgGS82uqT,2019-02-09T19:12:00.000Z,DECLINED,False,37608.76,UK,GBP,False,32383.33,2019-02-09 19:12:00,2019,2,9
1185,NEncM7tBcONK61fD2rTOJ,True,GLOBALPAY,evt_1EpTrmF1dMy-k3k7lHX7syH,2019-02-09T00:00:00.000Z,ACCEPTED,False,37028.74,FR,EUR,False,33173.15,2019-02-09 00:00:00,2019,2,9
1186,ySgDfkVjmAEi9ngNJ9qdj,True,GLOBALPAY,evt_1E-1mFRyWKGk9BQbnFOKWVc,2019-02-09T04:48:00.000Z,ACCEPTED,False,37611.33,FR,EUR,False,33695.08,2019-02-09 04:48:00,2019,2,9
1187,_37I67fDT_R1JwRLapxub,True,GLOBALPAY,evt_1EsvdaHjDklmUrg9Bem3DjC,2019-02-09T09:36:00.000Z,ACCEPTED,False,37323.94,FR,EUR,False,33437.61,2019-02-09 09:36:00,2019,2,9
1188,xrEhZLP-XSM212-8wY439,True,GLOBALPAY,evt_1EHO6bow-V2OiLH8KMWKagO,2019-02-09T14:24:00.000Z,ACCEPTED,False,37816.39,FR,EUR,False,33878.78,2019-02-09 14:24:00,2019,2,9
1189,R2q_MA0JX8Uy5RlKxdsrG,True,GLOBALPAY,evt_1Ew6rTTpKkxlwknRZrUv_7E,2019-02-09T19:12:00.000Z,ACCEPTED,False,38082.31,FR,EUR,False,34117.02,2019-02-09 19:12:00,2019,2,9
1190,Ts66xQbkbrMtWsuRD653n,True,GLOBALPAY,evt_1E1XAXn-11VqbhbWu-uTP69,2019-02-09T00:00:00.000Z,ACCEPTED,False,31220.94,CA,CAD,False,43760.46,2019-02-09 00:00:00,2019,2,9
1191,RqetagpHmyKTUWB9IxC-U,True,GLOBALPAY,evt_1EamRVQ7i9otLt3fLAJHQRQ,2019-02-09T04:48:00.000Z,ACCEPTED,False,31896.23,CA,CAD,False,44706.98,2019-02-09 04:48:00,2019,2,9
1192,0S-og5tl4DLK_DZLMRZ8i,True,GLOBALPAY,evt_1EsDyyTcRs_48Lh3tHd3Ywf,2019-02-09T09:36:00.000Z,ACCEPTED,False,31675.85,CA,CAD,False,44398.08,2019-02-09 09:36:00,2019,2,9
1193,Mr_jJta9FLAlW7cVFJpSB,True,GLOBALPAY,evt_1EO9Pmd2LcTjJDqFv35bIz2,2019-02-09T14:24:00.000Z,ACCEPTED,False,32023.36,CA,CAD,False,44885.17,2019-02-09 14:24:00,2019,2,9
1194,T86-UZyK-CXo6v0uSZlKO,True,GLOBALPAY,evt_1E1yVCEoE6kueKj4iXykZhM,2019-02-09T19:12:00.000Z,ACCEPTED,False,32217.93,CA,CAD,False,45157.88,2019-02-09 19:12:00,2019,2,9
1195,14sdCx-49aKA30bV_9WK3,True,GLOBALPAY,evt_1Ew7co0_Y2d5p_gWGI5fkML,2019-02-09T00:00:00.000Z,ACCEPTED,False,41062.3,AE,USD,False,41062.3,2019-02-09 00:00:00,2019,2,9
1196,QmJNu7N1db3gLadKjiEuD,True,GLOBALPAY,evt_1EKPAjR2GGRsUhVL1yA2v4j,2019-02-09T04:48:00.000Z,ACCEPTED,False,41219.18,AE,USD,False,41219.18,2019-02-09 04:48:00,2019,2,9
1197,RQ-k-RkCTT7vaoxs3NSVe,True,GLOBALPAY,evt_1EL-1P9sYE2WvdxbF_Qpcu7,2019-02-09T09:36:00.000Z,ACCEPTED,False,41889.27,AE,USD,False,41889.27,2019-02-09 09:36:00,2019,2,9
1198,S4nKy_31g-SSVYII41Gxk,True,GLOBALPAY,evt_1E8wpU-8fRRLZ1K8Wfcayb8,2019-02-09T14:24:00.000Z,DECLINED,False,41836.9,AE,USD,False,41836.9,2019-02-09 14:24:00,2019,2,9
1199,UbTGVhCMKbd3Hwooll8jH,True,GLOBALPAY,evt_1E_w1IaAi8ea03-lLzMPLAO,2019-02-09T19:12:00.000Z,ACCEPTED,False,42439.98,AE,USD,False,42439.98,2019-02-09 19:12:00,2019,2,9
1200,NVhAXmInuzId2iR3iWqc8,True,GLOBALPAY,evt_1E8pm4B405oRNqXzT3nNaW8,2019-02-10T00:00:00.000Z,DECLINED,False,35915.58,US,USD,False,35915.58,2019-02-10 00:00:00,2019,2,10
1201,HS688h4zalbxXRbOjAfzL,True,GLOBALPAY,evt_1E1iBpWjI2Vf7tQpqHe7wqC,2019-02-10T04:48:00.000Z,DECLINED,False,35920.27,US,USD,False,35920.27,2019-02-10 04:48:00,2019,2,10
1202,bwcE-Ag1rfIteM1MJl8fR,True,GLOBALPAY,evt_1EXb9Y2r6lzXhDDbWs74Gjx,2019-02-10T09:36:00.000Z,DECLINED,False,35997.71,US,USD,False,35997.71,2019-02-10 09:36:00,2019,2,10
1203,8mHOdAff_MS35tlGHN4gS,True,GLOBALPAY,evt_1EX7v2LwTKXLRWNDxM62SKb,2019-02-10T14:24:00.000Z,ACCEPTED,False,36133.84,US,USD,False,36133.84,2019-02-10 14:24:00,2019,2,10
1204,BcVEW8QRmJGpC70s8FEFQ,True,GLOBALPAY,evt_1Eumix048j10xkbIB-r42Wh,2019-02-10T19:12:00.000Z,ACCEPTED,False,36646.63,US,USD,False,36646.63,2019-02-10 19:12:00,2019,2,10
1205,zCK0fvVLFrZS3TyDjNY0w,True,GLOBALPAY,evt_1ENWr-pbuHPFXDC4yJ2aCtH,2019-02-10T00:00:00.000Z,ACCEPTED,False,40433.03,MX,MXN,False,1014860.25,2019-02-10 00:00:00,2019,2,10
1206,EqpwvIiR17kZgIqQ0kvgL,True,GLOBALPAY,evt_1EbgWG07yGV0PY6_hcmDW5S,2019-02-10T04:48:00.000Z,DECLINED,False,40788.38,MX,MXN,False,1023779.46,2019-02-10 04:48:00,2019,2,10
1207,RYQUQEVrxwInR1nqui4zc,True,GLOBALPAY,evt_1E_Y-VzK9z3BJ8dyC1gKOT-,2019-02-10T09:36:00.000Z,ACCEPTED,False,40838.22,MX,MXN,False,1025030.43,2019-02-10 09:36:00,2019,2,10
1208,NW2DHMkvTfuGLxPYfv4nj,True,GLOBALPAY,evt_1EI4tQ_DbCdSZOqYl_kPsYk,2019-02-10T14:24:00.000Z,DECLINED,False,41307.78,MX,MXN,False,1036816.29,2019-02-10 14:24:00,2019,2,10
1209,pDRO9vatonEtcteo6QKvK,True,GLOBALPAY,evt_1EeE_GQ7j5Sr1wc3NRUQk5B,2019-02-10T19:12:00.000Z,DECLINED,False,41134.47,MX,MXN,False,1032466.24,2019-02-10 19:12:00,2019,2,10
1210,-x5NGLZTK97FTAQ5jbhqz,True,GLOBALPAY,evt_1EJXJfeUVtSyv7SSF4GajDt,2019-02-10T00:00:00.000Z,ACCEPTED,False,38086.78,UK,GBP,False,32615.61,2019-02-10 00:00:00,2019,2,10
1211,5s9PRaYC639WC5m6soKGQ,True,GLOBALPAY,evt_1EzgyemxqaIGDgxYfPqDyx8,2019-02-10T04:48:00.000Z,DECLINED,False,38467.72,UK,GBP,False,32941.83,2019-02-10 04:48:00,2019,2,10
1212,D05t4-_yRanmdkNPfs_J3,True,GLOBALPAY,evt_1EDcmzSZyX2SdLWEPzQw1HE,2019-02-10T09:36:00.000Z,DECLINED,False,38367.02,UK,GBP,False,32855.59,2019-02-10 09:36:00,2019,2,10
1213,2ypdVVZk1f8i4qXEcEhsL,True,GLOBALPAY,evt_1EjFSwfsXgUL6GZ7UEbvIde,2019-02-10T14:24:00.000Z,ACCEPTED,False,38742.5,UK,GBP,False,33177.14,2019-02-10 14:24:00,2019,2,10
1214,cOWATbFRhrvTXdfVijp-y,True,GLOBALPAY,evt_1Ee5vJoyiXVHLKNLNJOkojW,2019-02-10T19:12:00.000Z,ACCEPTED,False,38668.25,UK,GBP,False,33113.55,2019-02-10 19:12:00,2019,2,10
1215,RyeWj7VkRewW32VuVhoKv,True,GLOBALPAY,evt_1ENy-6V4roLGlAqz2lsUoEn,2019-02-10T00:00:00.000Z,ACCEPTED,False,38546.72,FR,EUR,False,34611.36,2019-02-10 00:00:00,2019,2,10
1216,3IOPvggt0B_BfPROG0K0C,True,GLOBALPAY,evt_1E4GJeBOrSdu7vYqwUkrq5r,2019-02-10T04:48:00.000Z,ACCEPTED,False,38378.63,FR,EUR,False,34460.44,2019-02-10 04:48:00,2019,2,10
1217,yDICWnY5dsGot0LzlISsb,True,GLOBALPAY,evt_1ESiumABID6z9LHD9WRM-UY,2019-02-10T09:36:00.000Z,ACCEPTED,False,38214.27,FR,EUR,False,34312.86,2019-02-10 09:36:00,2019,2,10
1218,p64gBuCKcCxfWuZqMqYMm,True,GLOBALPAY,evt_1EeLxS5hZD6I2AGOezgticg,2019-02-10T14:24:00.000Z,ACCEPTED,False,38111.83,FR,EUR,False,34220.87,2019-02-10 14:24:00,2019,2,10
1219,OwUkuoz-uXucPtC7EG-rH,True,GLOBALPAY,evt_1ETIVvYMmLDtNUxvr5TvsFh,2019-02-10T19:12:00.000Z,ACCEPTED,False,37978.26,FR,EUR,False,34100.94,2019-02-10 19:12:00,2019,2,10
1220,KWb0ekI8ZWevWvAtmFqwi,True,GLOBALPAY,evt_1EW9ncA7-ubWgtH0VLjooK6,2019-02-10T00:00:00.000Z,ACCEPTED,False,32748.46,CA,CAD,False,45560.82,2019-02-10 00:00:00,2019,2,10
1221,Wp5JlLmWjru_qmmo4RmkL,True,GLOBALPAY,evt_1EfRSYCMRNgLeD7aNiCZODq,2019-02-10T04:48:00.000Z,ACCEPTED,False,32793.53,CA,CAD,False,45623.52,2019-02-10 04:48:00,2019,2,10
1222,ATSIt5PtLKfhCM2BVtcU9,True,GLOBALPAY,evt_1Er9sTuI1qLtDC5DIE6Rc6b,2019-02-10T09:36:00.000Z,ACCEPTED,False,32839.13,CA,CAD,False,45686.96,2019-02-10 09:36:00,2019,2,10
1223,dkUblYeq64cMVXkav9XXC,True,GLOBALPAY,evt_1EKiex6AXW7r-IMA5fH1WQR,2019-02-10T14:24:00.000Z,DECLINED,False,33314.62,CA,CAD,False,46348.48,2019-02-10 14:24:00,2019,2,10
1224,O2JjoOF4SyidLXwjGawwz,True,GLOBALPAY,evt_1EkghsMoVczHtS4B_OUTe5h,2019-02-10T19:12:00.000Z,ACCEPTED,False,33779.25,CA,CAD,False,46994.89,2019-02-10 19:12:00,2019,2,10
1225,Z9xWCuAIfkyFhli2XG6nC,True,GLOBALPAY,evt_1EJKPSkyTJ9KK7Yv_-WI_Js,2019-02-10T00:00:00.000Z,DECLINED,False,42191.82,AE,USD,False,42191.82,2019-02-10 00:00:00,2019,2,10
1226,OA2GYpMGZHxcMw-5ltrP0,True,GLOBALPAY,evt_1E0rZKbhfOw1ZGEG--vSTDH,2019-02-10T04:48:00.000Z,ACCEPTED,False,42584.14,AE,USD,False,42584.14,2019-02-10 04:48:00,2019,2,10
1227,IXJ7cBWOYKACD5HizFlAE,True,GLOBALPAY,evt_1EZpz2t8M9YKwGOFPz-lGKi,2019-02-10T09:36:00.000Z,ACCEPTED,False,42439.04,AE,USD,False,42439.04,2019-02-10 09:36:00,2019,2,10
1228,-Hdhu0pXLcEjKsYAZ-ka2,True,GLOBALPAY,evt_1E8-Msel8i9ZwkbMXGAEWrJ,2019-02-10T14:24:00.000Z,ACCEPTED,False,42178.63,AE,USD,False,42178.63,2019-02-10 14:24:00,2019,2,10
1229,3r06hu-CtFn9lX4rx-OLF,True,GLOBALPAY,evt_1EaBgojZQ0hDoPSR15iyYuK,2019-02-10T19:12:00.000Z,ACCEPTED,False,41979.05,AE,USD,False,41979.05,2019-02-10 19:12:00,2019,2,10
1230,JeW5BDWE95ibfUPRu1_-a,True,GLOBALPAY,evt_1EbpJvHg9YnFGTK9c8RkpQm,2019-02-11T00:00:00.000Z,ACCEPTED,False,37239.03,US,USD,False,37239.03,2019-02-11 00:00:00,2019,2,11
1231,iFj0WuhVLa6NwHfZt5WLO,True,GLOBALPAY,evt_1Eajz8ig00FXsTFIiI-dmEV,2019-02-11T04:48:00.000Z,ACCEPTED,False,37778.78,US,USD,False,37778.78,2019-02-11 04:48:00,2019,2,11
1232,modToeI5Ta94zVnuPl8YP,True,GLOBALPAY,evt_1ExqbPYJt5FJpijG7474LOp,2019-02-11T09:36:00.000Z,ACCEPTED,False,38117.08,US,USD,False,38117.08,2019-02-11 09:36:00,2019,2,11
1233,5XapTn2iQzi_K8nHSH88w,True,GLOBALPAY,evt_1EHfw-xzLGu1f6-O2xn-CP5,2019-02-11T14:24:00.000Z,ACCEPTED,False,37939.91,US,USD,False,37939.91,2019-02-11 14:24:00,2019,2,11
1234,4a_y_QiuC-dEPPgFQAe_8,True,GLOBALPAY,evt_1EBRj71iOx0R4GqtoAigZgQ,2019-02-11T19:12:00.000Z,ACCEPTED,False,37928.13,US,USD,False,37928.13,2019-02-11 19:12:00,2019,2,11
1235,jwxRlzJE836zyVQyIe6DN,True,GLOBALPAY,evt_1EQQPM79WGiC362Dxk_VxYq,2019-02-11T00:00:00.000Z,ACCEPTED,False,41415.1,MX,MXN,False,1039532.68,2019-02-11 00:00:00,2019,2,11
1236,pLBjWBLaX6vE2ugiS4afc,True,GLOBALPAY,evt_1E65sWfuzZaTpQQfNBRcCke,2019-02-11T04:48:00.000Z,ACCEPTED,False,41313.11,MX,MXN,False,1036972.7,2019-02-11 04:48:00,2019,2,11
1237,byCQBHy5fHbig27c5mVYf,True,GLOBALPAY,evt_1El8uV73gZtC8ahW8wZyh7-,2019-02-11T09:36:00.000Z,ACCEPTED,False,41985.49,MX,MXN,False,1053849.66,2019-02-11 09:36:00,2019,2,11
1238,s1Bs3Xb91i5Z3BN4-8sMA,True,GLOBALPAY,evt_1EXVhSsx7pDoWr4PDb4l-M3,2019-02-11T14:24:00.000Z,ACCEPTED,False,42415.61,MX,MXN,False,1064645.82,2019-02-11 14:24:00,2019,2,11
1239,AxfYNO8LahDz872_3wQoI,True,GLOBALPAY,evt_1E6Fj5TzSovEmwCN4nF1GaP,2019-02-11T19:12:00.000Z,ACCEPTED,False,43115.33,MX,MXN,False,1082209.02,2019-02-11 19:12:00,2019,2,11
1240,aVfVg6sUPxZaJULEoi6RF,True,GLOBALPAY,evt_1EbX5pUnbnMPw8giywe7luF,2019-02-11T00:00:00.000Z,ACCEPTED,False,39080.05,UK,GBP,False,33168.6,2019-02-11 00:00:00,2019,2,11
1241,f7jh7yzmDVtxyF-T7zGb5,True,GLOBALPAY,evt_1EXBAYCQePERhrUfSCgGEdB,2019-02-11T04:48:00.000Z,ACCEPTED,False,39104.39,UK,GBP,False,33189.26,2019-02-11 04:48:00,2019,2,11
1242,SClvkqgFoe9P6nu8fquv7,True,GLOBALPAY,evt_1EIQDDathCAvY_5NuDqxXuP,2019-02-11T09:36:00.000Z,ACCEPTED,False,38988.33,UK,GBP,False,33090.75,2019-02-11 09:36:00,2019,2,11
1243,Z5teKphHUXfnStzWDOYRJ,True,GLOBALPAY,evt_1EdfVBHf4abCac8xUT_oHSV,2019-02-11T14:24:00.000Z,ACCEPTED,False,39272.63,UK,GBP,False,33332.05,2019-02-11 14:24:00,2019,2,11
1244,Km-6CD80TWBimYPKWnJOZ,True,GLOBALPAY,evt_1E5mlwop-I03NbSplOzmxYY,2019-02-11T19:12:00.000Z,DECLINED,False,39065.29,UK,GBP,False,33156.07,2019-02-11 19:12:00,2019,2,11
1245,J-l-_V0W11q-dHa-l2Cxk,True,GLOBALPAY,evt_1EHGtgMHIdFMRksbfnBLpmK,2019-02-11T00:00:00.000Z,DECLINED,False,38395.06,FR,EUR,False,34581.4,2019-02-11 00:00:00,2019,2,11
1246,NJLY0t_uZiiz_wLNY1G7v,True,GLOBALPAY,evt_1EeTMfFzrzbEfQHVzjjDtoV,2019-02-11T04:48:00.000Z,ACCEPTED,False,39010.63,FR,EUR,False,35135.82,2019-02-11 04:48:00,2019,2,11
1247,DpoP04NQ9-y1LHfz2drAt,True,GLOBALPAY,evt_1EYwRP5xMvRq1o7M4KYP_wI,2019-02-11T09:36:00.000Z,ACCEPTED,False,39661.98,FR,EUR,False,35722.48,2019-02-11 09:36:00,2019,2,11
1248,e-W33jCWKv86b1juuIJ0T,True,GLOBALPAY,evt_1El5WsiLFYR0JmVq0lCk9CM,2019-02-11T14:24:00.000Z,ACCEPTED,False,39557.15,FR,EUR,False,35628.06,2019-02-11 14:24:00,2019,2,11
1249,rG-ejTKdSM3ZqQ_Qfru4E,True,GLOBALPAY,evt_1EAST3bDCt6x-VrFKeWSaUJ,2019-02-11T19:12:00.000Z,ACCEPTED,False,39980.37,FR,EUR,False,36009.24,2019-02-11 19:12:00,2019,2,11
1250,lE3VbBkYYgk1zpwE7Y2W7,True,GLOBALPAY,evt_1E3UKSiVCN2jtfXNQxbt7sh,2019-02-11T00:00:00.000Z,ACCEPTED,False,34394.43,CA,CAD,False,48100.61,2019-02-11 00:00:00,2019,2,11
1251,u7zsHTYUHYEiXS56rRVTf,True,GLOBALPAY,evt_1EjmOqBcdBznqaHCe4z7Zf3,2019-02-11T04:48:00.000Z,DECLINED,False,34573.23,CA,CAD,False,48350.66,2019-02-11 04:48:00,2019,2,11
1252,gKx575AvlZJOmETqFUARJ,True,GLOBALPAY,evt_1Eii74Zk6bWUFFLJmVsWZvx,2019-02-11T09:36:00.000Z,ACCEPTED,False,34831.92,CA,CAD,False,48712.44,2019-02-11 09:36:00,2019,2,11
1253,kHe1XzsSRGf6ItQuFyMxy,True,GLOBALPAY,evt_1E6RTxL8JiT68NkkzllDJHj,2019-02-11T14:24:00.000Z,ACCEPTED,False,34682.82,CA,CAD,False,48503.92,2019-02-11 14:24:00,2019,2,11
1254,Fg_Pp56LCMwmeQ4mOfW_T,True,GLOBALPAY,evt_1ES5rtxZfiguLsMIpS-0nK_,2019-02-11T19:12:00.000Z,DECLINED,False,34923.53,CA,CAD,False,48840.56,2019-02-11 19:12:00,2019,2,11
1255,9yxq4pHbeed4Trza6Y5PJ,True,GLOBALPAY,evt_1E70AKVVH2169d0--y-ShK_,2019-02-11T00:00:00.000Z,DECLINED,False,42121.25,AE,USD,False,42121.25,2019-02-11 00:00:00,2019,2,11
1256,xJTfg30k61pTUZwlTKE_t,True,GLOBALPAY,evt_1E2XJOwlunL8b2yH8aNTy0l,2019-02-11T04:48:00.000Z,DECLINED,False,42517.18,AE,USD,False,42517.18,2019-02-11 04:48:00,2019,2,11
1257,dr7CIIefn8VzkAg5Km7Vb,True,GLOBALPAY,evt_1Ee4nIoKlkoKIIWNq7alNHu,2019-02-11T09:36:00.000Z,ACCEPTED,False,43024.51,AE,USD,False,43024.51,2019-02-11 09:36:00,2019,2,11
1258,hgP7lNx6VZIuAAdFUq6AG,True,GLOBALPAY,evt_1E7mIR_obDJ25EQmvyPig3U,2019-02-11T14:24:00.000Z,DECLINED,False,43279.31,AE,USD,False,43279.31,2019-02-11 14:24:00,2019,2,11
1259,obgyLf3AZ3ttAXpKh7fOD,True,GLOBALPAY,evt_1EbyosutTyh1iUbwO-YuOjP,2019-02-11T19:12:00.000Z,ACCEPTED,False,43504.99,AE,USD,False,43504.99,2019-02-11 19:12:00,2019,2,11
1260,9TRvc2I7GZ-o2zpRiOp2R,True,GLOBALPAY,evt_1EfaUGJ31PjvzDzt4D0xspX,2019-02-12T00:00:00.000Z,ACCEPTED,False,38327.07,US,USD,False,38327.07,2019-02-12 00:00:00,2019,2,12
1261,5nyYnAtIpKHNW6U4JbY_S,True,GLOBALPAY,evt_1EFb1nV-IDzGmCwTgAvMZKq,2019-02-12T04:48:00.000Z,DECLINED,False,38125.98,US,USD,False,38125.98,2019-02-12 04:48:00,2019,2,12
1262,KwL-WOxEycy0XWnWkYnUQ,True,GLOBALPAY,evt_1EG7sKiNKIKtzpP5VZd_JLv,2019-02-12T09:36:00.000Z,DECLINED,False,37909.64,US,USD,False,37909.64,2019-02-12 09:36:00,2019,2,12
1263,L-eBgo8yGYEIEGolYDB6_,True,GLOBALPAY,evt_1EMkrlN-_3x2_SOrRfYOmze,2019-02-12T14:24:00.000Z,ACCEPTED,False,38242.46,US,USD,False,38242.46,2019-02-12 14:24:00,2019,2,12
1264,zMqo1KLj_v6dZzxaiiH1E,True,GLOBALPAY,evt_1Ed48qA8g5g__fHgKYMupMu,2019-02-12T19:12:00.000Z,ACCEPTED,False,38199.26,US,USD,False,38199.26,2019-02-12 19:12:00,2019,2,12
1265,2xornCoEgFuKYpTf0JTaE,True,GLOBALPAY,evt_1EmR92xqWI4MUwQC7f2FtnJ,2019-02-12T00:00:00.000Z,DECLINED,False,43318.52,MX,MXN,False,1087130.18,2019-02-12 00:00:00,2019,2,12
1266,hDCVLpg8MjZ7C_cT3ueDz,True,GLOBALPAY,evt_1Ee7UPaajju4TElhbsNtY-r,2019-02-12T04:48:00.000Z,DECLINED,False,43189.53,MX,MXN,False,1083893.02,2019-02-12 04:48:00,2019,2,12
1267,8kSgUZ6P1szeddjiPXloG,True,GLOBALPAY,evt_1ENAms1pO3KD-ahiwP-Wuzs,2019-02-12T09:36:00.000Z,DECLINED,False,43865.83,MX,MXN,False,1100865.58,2019-02-12 09:36:00,2019,2,12
1268,bcTVYkMoNtfUk3saf76hu,True,GLOBALPAY,evt_1EogQBhaYRWFaAjUJysNs6X,2019-02-12T14:24:00.000Z,DECLINED,False,43976.31,MX,MXN,False,1103638.21,2019-02-12 14:24:00,2019,2,12
1269,rVyfTn5y35xtemqbZPY8y,True,GLOBALPAY,evt_1EKroVRemJ2YwIWfDCr6p-u,2019-02-12T19:12:00.000Z,ACCEPTED,False,44529.76,MX,MXN,False,1117527.7,2019-02-12 19:12:00,2019,2,12
1270,BTl0lhRPkhthiregF0Dla,True,GLOBALPAY,evt_1EIi4YyvSnoQOOcyiyA8q8-,2019-02-12T00:00:00.000Z,ACCEPTED,False,38837.15,UK,GBP,False,32710.68,2019-02-12 00:00:00,2019,2,12
1271,cxA0mmqaGcNh6aKqNlrIX,True,GLOBALPAY,evt_1EhqcYBrCQ3R44fWXnfYLKU,2019-02-12T04:48:00.000Z,ACCEPTED,False,38791.37,UK,GBP,False,32672.13,2019-02-12 04:48:00,2019,2,12
1272,fsoHtU6pVQUswRQpjhbU8,True,GLOBALPAY,evt_1E3SyoqV94_7-G0UVjLNaWF,2019-02-12T09:36:00.000Z,ACCEPTED,False,39033.2,UK,GBP,False,32875.81,2019-02-12 09:36:00,2019,2,12
1273,0hra2QlyUfc4Tm_L-CUk-,True,GLOBALPAY,evt_1EMoYCRP_GldzDIJ95rUZxC,2019-02-12T14:24:00.000Z,ACCEPTED,False,38850.6,UK,GBP,False,32722.01,2019-02-12 14:24:00,2019,2,12
1274,6iXsySWDBgYbZQ1N-1XpI,True,GLOBALPAY,evt_1EMiyuGaHMu5XnkZ-4mAp87,2019-02-12T19:12:00.000Z,ACCEPTED,False,38895.88,UK,GBP,False,32760.15,2019-02-12 19:12:00,2019,2,12
1275,KuVDc6epT7YWagmdZp2J9,True,GLOBALPAY,evt_1EgXZgIpSKk6hWwEokq7_iC,2019-02-12T00:00:00.000Z,ACCEPTED,False,40395.49,FR,EUR,False,36218.04,2019-02-12 00:00:00,2019,2,12
1276,iVWOHm0sVUBkKyQetM_fU,True,GLOBALPAY,evt_1ET3nrZyM-23sB5kQCu7JtP,2019-02-12T04:48:00.000Z,DECLINED,False,40241.69,FR,EUR,False,36080.14,2019-02-12 04:48:00,2019,2,12
1277,dtkjpTd9R6-hh_GqWEbI9,True,GLOBALPAY,evt_1EHnZQzOkmsmR6CQe-pIdeI,2019-02-12T09:36:00.000Z,ACCEPTED,False,40026.99,FR,EUR,False,35887.64,2019-02-12 09:36:00,2019,2,12
1278,N9CVbhpp2JQjqBz243Dwi,True,GLOBALPAY,evt_1E4EtpfLo9y5JsPAJvjCqWW,2019-02-12T14:24:00.000Z,ACCEPTED,False,40478.87,FR,EUR,False,36292.79,2019-02-12 14:24:00,2019,2,12
1279,ZD6F6Z-sYRTjfBBFd6R2e,True,GLOBALPAY,evt_1ELIDicXzI17_50iy5V5kno,2019-02-12T19:12:00.000Z,ACCEPTED,False,40292.67,FR,EUR,False,36125.85,2019-02-12 19:12:00,2019,2,12
1280,1WnZ2SKBBJQCKya4FFnO_,True,GLOBALPAY,evt_1ESeAQcXKIIHVvldjjdHEiG,2019-02-12T00:00:00.000Z,ACCEPTED,False,35435.25,CA,CAD,False,49673.15,2019-02-12 00:00:00,2019,2,12
1281,gwXaiu2MdXKfm4c8ysSD1,True,GLOBALPAY,evt_1E4FYzMiKLlfdhzQQgIq4T8,2019-02-12T04:48:00.000Z,DECLINED,False,35596.7,CA,CAD,False,49899.47,2019-02-12 04:48:00,2019,2,12
